source;hyperlink;locality;postcode;house_is;property_subtype;price;sale;rooms_number;area;kitchen_has;furnished;open_fire;terrace;terrace_area;garden;garden_area;land_surface;land_plot_surface;facades_number;swimming_pool_has
7;https://www.immoweb.be/en/classified/apartment/for-sale/mol/2400/8955526;mol;2400;FALSE;apartment;335596;None;2;109;TRUE;FALSE;FALSE;TRUE;13;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/8955522;liege;4000;FALSE;apartment;145000;None;1;78;FALSE;FALSE;FALSE;TRUE;3;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/8955515;hasselt;3500;FALSE;apartment;185000;None;2;80;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/houthulst/8650/8955511;houthulst;8650;FALSE;apartment;181000;None;2;None;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/8955510;middelkerke;8430;FALSE;apartment;305000;None;2;78;TRUE;TRUE;FALSE;TRUE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/gilly/6060/8955507;gilly;6060;FALSE;apartment;127500;None;2;None;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/8955504;kortrijk;8500;FALSE;apartment;175000;None;4;205;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/8955503;woluwe-saint-lambert;1200;FALSE;apartment;385000;None;2;100;TRUE;TRUE;TRUE;TRUE;5;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/8955500;hoboken;2660;FALSE;apartment;169000;None;2;72;TRUE;FALSE;FALSE;TRUE;2;FALSE;None;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/8955499;antwerp;2018;FALSE;apartment;235000;None;2;75;TRUE;FALSE;FALSE;TRUE;5;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/8955493;vilvoorde;1800;FALSE;duplex;349000;None;3;140;TRUE;FALSE;FALSE;TRUE;10;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/laken-(bru.)/1020/8955492;laken-(bru.);1020;FALSE;apartment;140000;None;1;45;FALSE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/8955490;leuven;3000;FALSE;flat-studio;140000;None;1;34;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/ciney/5590/8955476;ciney;5590;FALSE;apartment;95000;None;2;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1080/8955470;ganshoren;1080;FALSE;apartment;325000;None;3;100;TRUE;FALSE;TRUE;TRUE;98;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/8955460;wommelgem;2160;FALSE;apartment;399000;None;3;130;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/8955446;molenbeek-st-jean;1080;FALSE;apartment;255000;None;2;105;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/8955455;sint-amandsberg;9040;FALSE;apartment;None;None;2;None;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/8955441;ronse;9600;FALSE;apartment;125000;None;2;90;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/8955440;ronse;9600;FALSE;apartment;149000;None;2;101;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/8955429;gent;9000;FALSE;apartment;269000;None;1;67;TRUE;FALSE;FALSE;TRUE;4;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/8955428;schaerbeek;1030;FALSE;apartment;149000;None;None;47;TRUE;FALSE;FALSE;TRUE;6;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/koekelare/8680/8955423;koekelare;8680;FALSE;apartment;179000;None;3;98;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/overpelt/3900/8955420;overpelt;3900;FALSE;apartment;199000;None;2;99;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/duplex/for-sale/knokke/8300/8955404;knokke;8300;FALSE;duplex;1495000;None;3;166;FALSE;FALSE;FALSE;TRUE;18;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/8833912;hasselt;3500;FALSE;apartment;159000;None;2;65;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9750/8955390;kruisem;9750;FALSE;apartment;335000;None;2;122;TRUE;FALSE;FALSE;FALSE;None;TRUE;50;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/heist/8301/8955380;heist;8301;FALSE;apartment;299000;None;2;65;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/horrues/7060/8956318;horrues;7060;TRUE;house;321794;None;3;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;836;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/horrues/7060/8956317;horrues;7060;TRUE;house;282199;None;4;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;623;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/chapelle-a-wattines/7903/8956316;chapelle-a-wattines;7903;TRUE;house;309004;None;3;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;1171;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/8956313;eeklo;9900;TRUE;house;279000;None;3;None;TRUE;FALSE;FALSE;FALSE;None;TRUE;None;None;673;3;FALSE
7;https://www.immoweb.be/en/classified/villa/for-sale/deurle/9831/8956306;deurle;9831;TRUE;villa;1300000;None;5;498;TRUE;FALSE;TRUE;FALSE;None;FALSE;None;None;2200;4;FALSE
7;https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gavere/9890/8956304;gavere;9890;TRUE;mixed-use-building;395000;None;2;274;TRUE;FALSE;FALSE;FALSE;None;TRUE;None;None;635;3;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/zwijnaarde/9052/8956288;zwijnaarde;9052;TRUE;house;275000;None;3;158;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;284;2;FALSE
7;https://www.immoweb.be/en/classified/villa/for-sale/duinbergen/8301/8956287;duinbergen;8301;TRUE;villa;1325000;None;4;206;TRUE;FALSE;TRUE;FALSE;None;TRUE;None;None;376;3;FALSE
7;https://www.immoweb.be/en/classified/villa/for-sale/middelburg/9992/8956286;middelburg;9992;TRUE;villa;725000;None;4;280;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;2000;4;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/8934729;rixensart;1330;TRUE;house;525000;None;4;244;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;483;4;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/boom/2850/8784532;boom;2850;TRUE;house;249000;None;2;120;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;45;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/kanegem/8700/8956269;kanegem;8700;TRUE;house;265000;None;3;140;FALSE;FALSE;FALSE;TRUE;None;TRUE;None;None;307;3;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/jemappes/7012/8956268;jemappes;7012;TRUE;house;160000;None;4;151;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;170;2;FALSE
7;https://www.immoweb.be/en/classified/mansion/for-sale/schoten/2900/8866796;schoten;2900;TRUE;mansion;238000;None;4;140;FALSE;FALSE;FALSE;TRUE;None;FALSE;None;None;80;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/vosselaar/2350/8956259;vosselaar;2350;TRUE;house;389000;None;4;220;TRUE;FALSE;FALSE;TRUE;None;TRUE;None;None;365;3;FALSE
7;https://www.immoweb.be/en/classified/mixed-use-building/for-sale/quaregnon/7390/8956266;quaregnon;7390;TRUE;mixed-use-building;155000;None;4;None;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;360;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/morlanwelz-mariemont/7140/8920070;morlanwelz-mariemont;7140;TRUE;house;150000;None;3;None;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;340;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/bilzen/3740/8865010;bilzen;3740;TRUE;house;189000;None;1;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;505;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/dormaal/3440/8923412;dormaal;3440;TRUE;house;398000;None;3;201;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;500;3;FALSE
7;https://www.immoweb.be/en/classified/apartment-block/for-sale/zeebrugge/8380/8956248;zeebrugge;8380;TRUE;apartment-block;495000;None;9;600;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment-block/for-sale/zeebrugge/8380/8956247;zeebrugge;8380;TRUE;apartment-block;275000;None;3;278;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/8956246;kortrijk;8500;TRUE;house;209000;None;3;130;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;63;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/drongen/9031/8956245;drongen;9031;TRUE;house;388000;None;3;176;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/lauwe/8930/8956244;lauwe;8930;TRUE;house;249000;None;2;None;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;378;2;FALSE
7;https://www.immoweb.be/en/classified/country-cottage/for-sale/roux-miroir/1315/8956229;roux-miroir;1315;TRUE;country-cottage;599000;None;5;450;TRUE;FALSE;TRUE;TRUE;80;TRUE;1325;None;1831;4;FALSE
7;https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/8956239;charleroi;6000;TRUE;apartment-block;185000;None;2;182;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/jodoigne/1370/8956238;jodoigne;1370;TRUE;house;390000;None;3;230;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;1450;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/beveren-waas/9120/8956236;beveren-waas;9120;TRUE;house;574000;None;4;260;TRUE;FALSE;FALSE;TRUE;12;TRUE;140;None;295;3;TRUE
7;https://www.immoweb.be/en/classified/house/for-sale/koningslo/1800/8956234;koningslo;1800;TRUE;house;395000;None;4;168;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;168;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/zele/9240/8956232;zele;9240;TRUE;house;139000;None;2;95;TRUE;FALSE;FALSE;FALSE;None;TRUE;None;None;282;3;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/8955379;knokke;8300;FALSE;apartment;690000;None;3;125;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/flat-studio/for-sale/oostende/8400/8955374;oostende;8400;FALSE;flat-studio;89000;None;None;34;FALSE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/la-panne/8660/8955373;la-panne;8660;FALSE;apartment;199000;None;1;55;TRUE;TRUE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/8955363;gent;9000;FALSE;apartment;195000;None;1;None;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;4;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/8955352;oostende;8400;FALSE;apartment;239000;None;2;92;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/ground-floor/for-sale/blankenberge/8370/8955275;blankenberge;8370;FALSE;ground-floor;225000;None;2;75;TRUE;FALSE;FALSE;TRUE;None;TRUE;60;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/8955242;jette;1090;FALSE;apartment;175000;None;2;None;TRUE;FALSE;FALSE;TRUE;4;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/habay/6720/8955233;habay;6720;FALSE;apartment;165000;None;2;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/loft/for-sale/beersel/1650/8955186;beersel;1650;FALSE;loft;395000;None;2;150;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/8955172;antwerp;2018;FALSE;apartment;None;None;2;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/8955171;forest;1190;FALSE;duplex;900000;None;3;165;TRUE;FALSE;FALSE;TRUE;21;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/kessel-lo/3010/8955165;kessel-lo;3010;FALSE;apartment;265000;None;2;None;FALSE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2050/8955150;antwerp;2050;FALSE;apartment;199000;None;2;None;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/8955144;geraardsbergen;9500;FALSE;apartment;410000;None;2;122;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/8955139;knokke;8300;FALSE;apartment;389000;None;2;90;TRUE;FALSE;FALSE;TRUE;5;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8955137;brussels-city;1000;FALSE;apartment;269000;None;2;81;TRUE;FALSE;FALSE;TRUE;3;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2018/8955131;antwerp;2018;FALSE;penthouse;675000;None;3;230;FALSE;FALSE;FALSE;TRUE;8;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/8955128;berchem;2600;FALSE;apartment;179000;None;1;63;TRUE;FALSE;FALSE;TRUE;11;FALSE;None;None;None;4;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/8955127;willebroek;2830;FALSE;apartment;219000;None;1;88;TRUE;FALSE;FALSE;TRUE;9;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8955124;brussels-city;1000;FALSE;apartment;1795000;None;4;650;TRUE;FALSE;TRUE;TRUE;400;TRUE;None;None;None;3;TRUE
7;https://www.immoweb.be/en/classified/apartment/for-sale/houthalen-helchteren/3530/8955123;houthalen-helchteren;3530;FALSE;apartment;223850;None;2;104;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8955117;auderghem;1160;FALSE;apartment;514000;None;2;114;TRUE;FALSE;FALSE;TRUE;25;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/service-flat/for-sale/gembloux/5030/8955050;gembloux;5030;FALSE;service-flat;89000;None;1;35;TRUE;FALSE;FALSE;TRUE;5;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/buken/1910/8393114;buken;1910;FALSE;apartment;350000;None;3;160;TRUE;FALSE;TRUE;TRUE;16;TRUE;80;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/8955055;antwerp;2000;FALSE;apartment;740000;None;3;None;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/gelinden/3800/8956231;gelinden;3800;TRUE;house;245000;None;4;182;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;4;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/8929376;etterbeek;1040;TRUE;house;800000;None;6;220;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/8956225;roeselare;8800;TRUE;house;87470;None;None;120;FALSE;FALSE;FALSE;FALSE;None;TRUE;268;None;367;3;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/poperinge/8972/8879798;poperinge;8972;TRUE;house;309650;None;3;292;TRUE;FALSE;FALSE;TRUE;None;TRUE;400;None;1121;4;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/8956222;harelbeke;8530;TRUE;house;199000;None;3;None;FALSE;FALSE;FALSE;FALSE;None;TRUE;31;None;105;1;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/meldert/3560/8956218;meldert;3560;TRUE;house;325000;None;3;150;FALSE;FALSE;FALSE;TRUE;10;TRUE;1277;None;1465;4;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/heusden-zolder/3550/8956217;heusden-zolder;3550;TRUE;house;225000;None;3;109;TRUE;FALSE;FALSE;TRUE;None;TRUE;730;None;1058;3;FALSE
7;https://www.immoweb.be/en/classified/mansion/for-sale/oostende/8400/8956216;oostende;8400;TRUE;mansion;245000;None;4;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;80;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/8956186;buggenhout;9255;TRUE;house;258500;None;3;150;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/8956185;roeselare;8800;TRUE;house;148000;None;2;None;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;95;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/rumst/2840/8956184;rumst;2840;TRUE;house;319000;None;3;175;FALSE;FALSE;FALSE;FALSE;None;TRUE;700;None;1005;4;FALSE
7;https://www.immoweb.be/en/classified/manor-house/for-sale/meerhout/2450/8956183;meerhout;2450;TRUE;manor-house;990000;None;5;340;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;15105;4;FALSE
7;https://www.immoweb.be/en/classified/villa/for-sale/meer/2321/8941119;meer;2321;TRUE;villa;698000;None;5;322;TRUE;FALSE;FALSE;FALSE;None;TRUE;None;None;2145;4;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/tielt-winge/3390/8956181;tielt-winge;3390;TRUE;house;750000;None;7;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;1859;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/langemark/8920/8956180;langemark;8920;TRUE;house;230000;None;3;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;270;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/hoboken/2660/8956175;hoboken;2660;TRUE;house;259000;None;2;110;TRUE;FALSE;FALSE;FALSE;None;TRUE;90;None;173;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/8956168;wavre;1300;TRUE;house;239000;None;2;100;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/jupille-sur-meuse/4020/8956167;jupille-sur-meuse;4020;TRUE;house;135000;None;4;125;TRUE;FALSE;FALSE;FALSE;None;TRUE;100;None;270;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/8956166;deerlijk;8540;TRUE;house;222500;None;4;140;TRUE;FALSE;FALSE;TRUE;None;TRUE;None;None;333;3;FALSE
7;https://www.immoweb.be/en/classified/mansion/for-sale/oudenaarde/9700/8956164;oudenaarde;9700;TRUE;mansion;398000;None;7;566;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;530;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/wasmes/7340/8877286;wasmes;7340;TRUE;house;105000;None;3;114;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;282;2;FALSE
7;https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/8956163;forest;1190;TRUE;apartment-block;500000;None;3;230;TRUE;FALSE;FALSE;TRUE;2;TRUE;80;None;176;2;FALSE
7;https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/8956162;schaerbeek;1030;TRUE;apartment-block;750000;None;7;425;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;378;2;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/wepion/5100/8956107;wepion;5100;TRUE;house;349000;None;2;144;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;4000;3;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/8956152;eeklo;9900;TRUE;house;269000;None;4;268;TRUE;FALSE;FALSE;TRUE;None;TRUE;None;None;559;3;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/8956150;ruddervoorde;8020;TRUE;house;775000;None;8;None;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;4226;None;FALSE
7;https://www.immoweb.be/en/classified/house/for-sale/sint-kruis-(brugge)/8310/8956149;sint-kruis-(brugge);8310;TRUE;house;339000;None;3;None;FALSE;FALSE;FALSE;TRUE;None;TRUE;None;None;157;None;FALSE
7;https://www.immoweb.be/en/classified/apartment-block/for-sale/oudenaarde/9700/8956139;oudenaarde;9700;TRUE;apartment-block;670000;None;6;240;FALSE;FALSE;FALSE;FALSE;None;TRUE;None;None;563;2;FALSE
7;https://www.immoweb.be/en/classified/villa/for-sale/florenville/6820/8956134;florenville;6820;TRUE;villa;235000;None;4;None;FALSE;FALSE;FALSE;TRUE;None;FALSE;None;None;3348;4;FALSE
7;https://www.immoweb.be/en/classified/penthouse/for-sale/wavre/1300/8955053;wavre;1300;FALSE;penthouse;195000;None;2;93;TRUE;FALSE;FALSE;TRUE;11;FALSE;None;None;None;4;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/8955052;wavre;1300;FALSE;apartment;195000;None;2;93;TRUE;FALSE;FALSE;TRUE;11;FALSE;None;None;None;4;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/8899178;oostende;8400;FALSE;apartment;359000;None;2;85;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/antwerp-1/2018/8955037;antwerp-1;2018;FALSE;apartment;249000;None;2;90;TRUE;FALSE;FALSE;TRUE;6;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/duplex/for-sale/puurs-sint-amands/2870/8955039;puurs-sint-amands;2870;FALSE;duplex;264000;None;3;None;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/8955032;antwerp;2000;FALSE;apartment;390000;None;2;None;TRUE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;4;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/meise/1860/8955024;meise;1860;FALSE;apartment;None;None;1;None;FALSE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/heusden/9070/8955006;heusden;9070;FALSE;apartment;220000;None;2;106;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/beersel/1650/8683387;beersel;1650;FALSE;apartment;185000;None;2;98;FALSE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/ground-floor/for-sale/mol/2400/8954995;mol;2400;FALSE;ground-floor;352000;None;2;114;TRUE;FALSE;FALSE;TRUE;31;TRUE;130;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/8918092;saint-gilles;1060;FALSE;apartment;115000;None;1;50;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/duplex/for-sale/chaudfontaine-vaux-sous-chevremont/4051/8954934;chaudfontaine-vaux-sous-chevremont;4051;FALSE;duplex;100000;None;2;91;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/8953485;turnhout;2300;FALSE;apartment;235000;None;2;82;TRUE;FALSE;FALSE;TRUE;10;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/8850741;namur;5000;FALSE;apartment;270000;None;2;100;TRUE;FALSE;FALSE;TRUE;6;FALSE;None;None;None;None;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/8950752;antwerp;2000;FALSE;apartment;375000;None;3;160;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8954924;ixelles;1050;FALSE;apartment;595000;None;3;145;FALSE;FALSE;FALSE;TRUE;6;FALSE;None;None;None;3;FALSE
7;https://www.immoweb.be/en/classified/flat-studio/for-sale/brussels-city/1000/8954906;brussels-city;1000;FALSE;flat-studio;248160;None;1;53;TRUE;TRUE;FALSE;FALSE;None;FALSE;None;None;None;1;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/linter-neerlinter/3350/8954902;linter-neerlinter;3350;FALSE;apartment;145000;None;2;98;TRUE;FALSE;FALSE;FALSE;None;FALSE;None;None;None;2;FALSE
7;https://www.immoweb.be/en/classified/apartment/for-sale/marcinelle/6001/8954898;marcinelle;6001;FALSE;apartment;90000;None;2;60;FALSE;FALSE;FALSE;TRUE;None;FALSE;None;None;None;2;FALSE
